Basic information,,,,Log2 Fold Change,,,,,,,,,Adjusted P-value,,,,,,,,,Normalized Peak Area: Samples,,,,,,,,,,,,,,,,,,,,,,,,Norm. Peak Area: Blanks (noise),,,,,,,Group CV [%],,,,,,,
ID,Name,Calc. MW,RT [min],"(P40, KO) / (P40, WT)","(P2, KO) / (P2, WT)","(E14_5, KO) / (E14_5, WT)","(P40, WT) / (P2, WT)","(P40, WT) / (E14_5, WT)","(P2, WT) / (E14_5, WT)","(P40, KO) / (P2, KO)","(P40, KO) / (E14_5, KO)","(P2, KO) / (E14_5, KO)","(P40, KO) / (P40, WT)","(P2, KO) / (P2, WT)","(E14_5, KO) / (E14_5, WT)","(P40, WT) / (P2, WT)","(P40, WT) / (E14_5, WT)","(P2, WT) / (E14_5, WT)","(P40, KO) / (P2, KO)","(P40, KO) / (E14_5, KO)","(P2, KO) / (E14_5, KO)",S01_P40_WT1,S02_P40_KO1,S03_P40_WT2,S04_P40_KO2,S05_P40_WT3,S06_P40_KO3,S07_P40_WT4,S08_P40_KO4,S09_P2_WT1,S10_P2_KO1,S11_P2_WT2,S12_P2_KO2,S13_P2_WT3,S14_P2_KO3,S15_P2_WT4,S16_P2_KO4,S17_E14_5_WT1,S18_E14_5_KO1,S19_E14_5_WT2,S20_E14_5_KO2,S21_E14_5_WT3,S22_E14_5_KO3,S23_E14_5_WT4,S24_E14_5_KO4,blank01,blank02,blank03,blank04,blank05,blank06,blank07,"E14_5, KO","E14_5, WT","P2, KO","P2, WT","P40, KO","P40, WT",Name Metabolite ,Group 
C294_HILIC,"D-glycero-beta-D-manno-heptose 1,7-bisphosphate",370.0066,20.85,-0.5,-0.2,-0.1,-0.6,1.1,1.7,-0.8,0.7,1.6,1.000,1.000,1.000,1.000,0.066,0.009,0.643,0.329,0.011,3.4E+06,4.2E+06,5.3E+06,3.0E+06,5.7E+06,5.5E+06,6.6E+06,3.6E+06,3.4E+06,7.2E+06,8.0E+06,6.8E+06,8.8E+06,3.6E+06,8.5E+06,9.3E+06,2.7E+06,3.1E+06,2.4E+06,1.8E+06,2.0E+06,2.2E+06,2.6E+06,2.6E+06,9.3E+04,6.2E+04,1.4E+05,5.7E+04,6.4E+04,1.8E+05,6.7E+04,22.7,12.7,34.7,35.1,26.2,25.7,"D-glycero-beta-D-manno-heptose 1,7-bisphosphate",Carbohydrate
C228_HILIC,Hexose,180.0634,9.49,-0.3,0.2,-0.2,-3.5,-2.5,1.0,-4.0,-2.6,1.4,1.000,1.000,1.000,0.007,0.095,0.917,0.001,0.219,0.142,3.3E+06,6.1E+06,3.0E+06,5.0E+05,3.0E+06,2.3E+06,2.9E+06,2.5E+06,3.5E+07,3.8E+07,2.6E+07,3.7E+07,3.2E+07,3.0E+07,5.4E+07,5.4E+07,1.8E+07,2.0E+07,1.8E+07,1.6E+07,1.2E+07,1.3E+07,1.6E+07,1.0E+06,7.2E+04,1.1E+05,1.9E+05,1.5E+05,1.1E+05,9.5E+04,9.4E+04,65.2,18.6,25.3,33.3,82.3,5.3,Hexose,Carbohydrate
B180_HILIC,"α,α-Trehalose",342.1162,15.63,1.9,0.6,0.1,-1.0,-3.7,-2.8,0.4,-1.9,-2.3,1.000,1.000,1.000,0.978,0.000,0.005,1.000,0.005,0.016,1.1E+07,4.0E+07,6.5E+06,4.6E+07,7.2E+06,1.1E+07,5.2E+06,6.5E+06,1.4E+07,5.1E+07,2.2E+07,1.8E+07,8.4E+06,1.2E+07,1.2E+07,2.2E+07,9.1E+07,8.9E+07,6.9E+07,1.0E+08,9.6E+07,9.2E+07,9.2E+07,2.1E+08,1.1E+05,9.8E+04,1.5E+05,9.8E+04,1.1E+05,1.0E+05,7.4E+04,47.5,14.1,66.3,40.1,76.9,31.7,"α,α-Trehalose",Carbohydrate / Glucose analoge
A079_HILIC,6-Phosphogluconic acid,276.0246,19.74,0.1,-0.4,0.1,0.5,4.0,3.5,1.0,3.9,3.0,1.000,1.000,1.000,1.000,0.000,0.000,1.000,0.000,0.001,2.4E+07,4.1E+07,3.0E+07,2.5E+07,3.6E+07,7.9E+06,1.7E+07,3.2E+07,5.8E+07,1.6E+07,1.7E+07,1.3E+07,2.1E+07,5.4E+07,1.3E+07,1.2E+07,1.7E+06,1.7E+06,1.7E+06,1.2E+06,1.8E+06,3.1E+06,1.7E+06,2.0E+06,2.6E+05,2.6E+05,1.9E+05,2.0E+05,1.9E+05,2.3E+05,1.8E+05,39.2,2.1,84.4,76.3,53.2,29.8,6-Phosphogluconic acid,Carbohydrate / Glucose derivative
A043_RP,Gluconic acid,196.0583,4.02,-0.1,0.3,-0.3,-1.6,-2.9,-1.3,-2.0,-2.7,-0.7,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.001,1.2E+07,1.3E+07,1.2E+07,1.1E+07,9.6E+06,1.0E+07,1.1E+07,9.7E+06,4.3E+07,4.5E+07,3.2E+07,3.5E+07,3.2E+07,4.1E+07,3.5E+07,4.3E+07,9.7E+07,8.9E+07,8.8E+07,6.0E+07,8.2E+07,6.9E+07,7.6E+07,6.4E+07,9.2E+04,8.9E+04,8.6E+04,8.7E+04,7.2E+04,7.5E+04,7.1E+04,17.9,10.2,11.3,15.0,14.5,10.2,Gluconic acid,Carbohydrate / Glucose derivative
A070_RP,Taurocholic acid,515.2918,21.38,0.5,-0.2,0.0,-2.7,0.5,3.2,-2.0,1.1,3.1,1.000,1.000,1.000,0.423,1.000,0.115,1.000,0.297,0.161,1.7E+05,3.7E+05,2.1E+05,2.3E+05,6.4E+05,3.4E+07,2.9E+05,3.3E+05,1.5E+06,1.6E+06,1.7E+06,1.3E+06,1.3E+06,1.5E+06,1.6E+06,9.3E+05,1.7E+05,1.7E+05,2.0E+05,1.9E+05,1.6E+05,1.6E+05,1.8E+05,1.6E+05,1.2E+05,1.2E+05,1.2E+05,1.2E+05,1.2E+05,1.2E+05,1.2E+05,8.8,10.3,21.9,9.7,192.8,65.1,Taurocholic acid,Cholesterol metabolism 
B137_HILIC,Acetyl-β-methylcholine,159.1260,13.03,-0.8,0.0,-0.2,-0.6,-0.5,0.2,-1.4,-1.0,0.5,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,2.3E+09,2.2E+09,3.6E+09,5.9E+09,6.2E+09,1.3E+09,1.3E+09,7.1E+08,6.8E+08,6.2E+08,8.8E+09,6.9E+09,7.3E+09,7.6E+09,1.8E+09,2.5E+09,4.7E+09,3.7E+09,3.9E+09,2.4E+09,3.7E+09,3.2E+09,4.3E+09,5.3E+09,4.0E+05,3.9E+05,3.9E+05,8.5E+05,3.6E+05,3.7E+05,3.7E+05,34.2,10.8,76.6,86.1,91.4,63.4,Acetyl-β-methylcholine,Choline 
A003_RP,Choline,103.0997,3.82,0.1,0.3,0.1,0.6,0.2,-0.4,0.4,0.2,-0.2,1.000,1.000,1.000,0.222,1.000,0.679,0.154,0.530,1.000,4.0E+08,4.6E+08,4.3E+08,4.2E+08,4.1E+08,7.9E+08,4.9E+08,4.3E+08,2.8E+08,4.2E+08,3.0E+08,2.8E+08,2.8E+08,2.3E+08,3.0E+08,4.4E+08,3.2E+08,3.0E+08,3.8E+08,4.0E+08,4.4E+08,4.4E+08,3.8E+08,3.9E+08,7.0E+05,9.9E+05,1.8E+05,2.0E+05,2.2E+05,1.9E+05,1.7E+05,15.2,13.2,29.9,3.8,33.4,9.8,Choline,Choline 
A053_RP,Choline glycerophosphate,257.1030,3.94,-0.1,0.1,-0.5,1.8,0.3,-1.5,1.6,0.6,-1.0,1.000,1.000,1.000,0.000,1.000,0.000,0.000,0.624,0.010,2.0E+09,2.3E+09,2.2E+09,1.9E+09,2.2E+09,1.0E+09,1.9E+09,2.0E+09,9.1E+08,6.5E+08,6.1E+08,6.3E+08,5.1E+08,7.4E+08,5.9E+08,5.4E+08,2.0E+09,1.7E+09,1.9E+09,1.0E+09,1.6E+09,1.3E+09,1.6E+09,1.2E+09,1.4E+05,2.8E+05,1.2E+05,1.2E+05,2.0E+05,1.3E+05,1.2E+05,24.1,12.8,12.5,26.7,31.6,7.5,Choline glycerophosphate,Choline / Glycerol / Phospholipids
A112_HILIC,PC,757.5617,2.83,0.5,0.1,0.0,-1.8,-2.7,-0.9,-1.5,-2.2,-0.8,1.000,1.000,1.000,0.000,0.000,0.006,0.000,0.000,0.039,2.8E+08,2.2E+08,3.2E+08,4.0E+08,2.9E+08,4.4E+08,2.8E+08,3.9E+08,1.1E+09,1.3E+09,9.0E+08,9.1E+08,6.3E+08,8.0E+08,1.2E+09,1.3E+09,1.9E+09,1.8E+09,2.0E+09,1.6E+09,2.0E+09,1.9E+09,1.9E+09,1.9E+09,7.2E+06,6.4E+06,6.7E+06,7.1E+06,7.1E+06,6.7E+06,7.7E+06,9.0,2.0,22.6,27.4,27.3,5.7,PC,Choline / Glycerol / Phospholipids
B085_RP,Acetylcholine,145.1103,4.75,0.1,4.1,0.2,6.3,7.3,1.0,2.3,7.2,4.9,1.000,1.000,1.000,0.001,0.000,0.668,0.084,0.000,0.015,6.8E+07,1.3E+08,8.8E+07,5.7E+07,9.8E+07,8.8E+07,6.1E+07,7.8E+07,9.5E+05,2.6E+07,1.6E+07,1.5E+07,1.0E+06,1.8E+07,5.7E+05,9.0E+05,5.3E+05,1.0E+06,4.8E+05,5.8E+05,3.9E+05,2.3E+05,7.2E+05,5.7E+05,1.8E+05,1.5E+05,1.5E+05,2.7E+05,2.0E+05,2.6E+05,1.6E+05,54.2,26.2,69.6,163.3,36.1,21.8,Acetylcholine,Choline / Neurotransmitter 
C249_HILIC,asn-val,231.1220,17.37,-0.3,-0.1,-0.2,8.8,8.6,-0.2,8.6,8.5,-0.1,1.000,1.000,1.000,0.000,0.000,0.945,0.000,0.000,1.000,3.3E+08,3.8E+08,3.1E+08,2.7E+08,3.3E+08,2.6E+08,2.8E+08,2.6E+08,5.6E+05,6.5E+05,7.1E+05,6.9E+05,7.1E+05,5.4E+05,8.0E+05,8.6E+05,6.9E+05,1.1E+06,7.5E+05,7.3E+05,8.7E+05,7.0E+05,1.1E+06,6.9E+05,2.4E+05,2.3E+05,2.6E+05,2.3E+05,2.8E+05,2.2E+05,3.8E+05,25.0,20.3,19.6,13.9,20.6,7.6,asn-val,Dipeptide
C265_HILIC,Asp-Asp,248.0645,19.31,-0.1,0.2,-0.1,1.1,0.9,-0.3,0.8,0.8,0.0,1.000,1.000,1.000,0.000,0.001,0.611,0.000,0.000,1.000,2.0E+07,2.6E+07,2.1E+07,1.9E+07,2.0E+07,1.9E+07,2.1E+07,1.7E+07,9.8E+06,1.2E+07,8.9E+06,9.8E+06,9.1E+06,9.1E+06,1.0E+07,1.1E+07,1.4E+07,1.3E+07,1.2E+07,8.6E+06,9.9E+06,1.1E+07,1.0E+07,1.0E+07,1.8E+05,1.6E+05,1.6E+05,1.6E+05,1.7E+05,1.7E+05,1.6E+05,18.7,17.6,14.0,5.7,19.7,3.9,Asp-Asp,Dipeptide
C255_HILIC,beta-Alanyl-1-methyl-L-histidine,240.1223,17.26,-0.2,0.3,0.0,10.4,10.2,-0.2,9.9,10.0,0.1,1.000,1.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,1.3E+09,1.8E+09,1.3E+09,1.2E+09,1.4E+09,9.4E+08,1.1E+09,1.1E+09,1.1E+06,9.7E+05,8.2E+05,1.2E+06,7.1E+05,1.2E+06,2.4E+06,1.6E+06,9.4E+05,1.3E+06,1.0E+06,3.0E+06,1.2E+06,9.0E+05,1.5E+06,8.9E+05,2.3E+05,1.4E+06,4.3E+05,3.5E+05,3.2E+05,2.9E+05,3.3E+05,66.0,21.6,22.1,61.6,29.3,9.7,beta-Alanyl-1-methyl-L-histidine,Dipeptide
C276_HILIC,gamma-Glutamyl-S-methylcysteine,264.0781,13.21,0.7,0.7,0.6,-0.1,4.2,4.3,-0.1,4.3,4.4,1.000,1.000,1.000,1.000,0.000,0.000,1.000,0.000,0.000,2.0E+07,3.4E+07,1.9E+07,2.3E+07,1.8E+07,4.4E+07,1.9E+07,2.7E+07,2.1E+07,3.6E+07,1.9E+07,3.0E+07,3.0E+07,6.1E+07,1.2E+07,2.2E+07,7.8E+05,1.9E+06,1.3E+06,2.1E+06,1.1E+06,1.2E+06,9.6E+05,1.1E+06,4.1E+05,5.0E+05,4.2E+05,4.3E+05,4.1E+05,5.8E+05,3.9E+05,32.5,21.6,45.4,34.1,30.2,5.1,gamma-Glutamyl-S-methylcysteine,Dipeptide
C273_HILIC,glu-asp,262.0799,15.04,-0.2,0.0,-0.5,-0.9,-1.8,-0.9,-1.1,-1.6,-0.4,1.000,1.000,1.000,0.002,0.000,0.003,0.002,0.000,0.198,9.7E+06,1.6E+07,1.3E+07,1.2E+07,1.4E+07,1.1E+07,1.4E+07,1.1E+07,2.8E+07,2.6E+07,2.5E+07,2.3E+07,2.0E+07,2.0E+07,2.6E+07,2.7E+07,5.2E+07,4.4E+07,5.0E+07,3.7E+07,4.4E+07,2.6E+07,4.1E+07,3.1E+07,4.6E+04,4.1E+04,7.1E+04,5.1E+04,4.8E+04,4.9E+04,6.7E+04,22.7,11.1,13.8,15.0,22.2,15.0,glu-asp,Dipeptide
C253_HILIC,ile-thr,232.1424,18.33,0.0,0.6,0.2,5.8,8.7,2.8,5.3,8.5,3.2,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,4.2E+08,5.0E+08,4.1E+08,3.8E+08,3.8E+08,3.6E+08,3.7E+08,4.3E+08,7.0E+06,1.1E+07,7.0E+06,9.6E+06,6.9E+06,1.2E+07,6.7E+06,9.5E+06,1.6E+06,1.2E+06,1.1E+06,1.2E+06,7.2E+05,1.0E+06,8.6E+05,8.6E+05,6.7E+05,1.9E+05,2.0E+05,2.3E+05,2.1E+05,2.0E+05,2.3E+05,13.6,36.9,13.2,2.0,15.1,5.8,ile-thr,Dipeptide
C270_HILIC,leu-lys,259.1899,21.18,0.2,0.4,-0.1,5.7,6.2,0.6,5.4,6.5,1.1,1.000,1.000,1.000,0.000,0.000,0.309,0.000,0.000,0.005,7.7E+07,1.2E+08,7.9E+07,8.9E+07,7.9E+07,6.1E+07,7.1E+07,8.6E+07,1.7E+06,2.3E+06,1.4E+06,1.6E+06,1.3E+06,1.8E+06,1.9E+06,2.3E+06,1.2E+06,1.1E+06,9.6E+05,5.8E+05,1.1E+06,1.4E+06,9.1E+05,8.3E+05,2.0E+05,1.9E+05,1.6E+05,1.6E+05,1.4E+05,1.3E+05,1.2E+05,34.9,12.5,18.5,16.1,27.1,5.2,leu-lys,Dipeptide
C283_HILIC,leu-phe,278.1632,2.28,0.3,0.2,-0.1,2.6,4.0,1.5,2.6,4.4,1.8,1.000,1.000,1.000,0.151,0.000,0.091,0.098,0.000,0.055,2.5E+07,3.7E+07,2.2E+07,3.0E+07,2.8E+07,7.2E+06,8.7E+06,2.8E+07,1.9E+07,5.4E+06,4.1E+06,3.8E+06,3.8E+06,1.4E+07,3.4E+06,3.7E+06,1.7E+06,1.4E+06,1.5E+06,1.5E+06,1.4E+06,1.3E+06,1.4E+06,1.1E+06,3.0E+05,3.0E+05,5.4E+05,2.1E+05,2.9E+05,2.4E+05,2.1E+05,12.3,10.9,72.0,100.5,50.5,41.0,leu-phe,Dipeptide
C261_HILIC,Lysylvaline,245.1740,23.64,-0.1,0.2,-0.2,-0.8,-0.4,0.5,-1.2,-0.3,0.9,1.000,1.000,1.000,0.025,0.473,0.681,0.002,0.994,0.025,1.8E+08,2.9E+08,2.3E+08,1.9E+08,2.5E+08,2.3E+08,2.1E+08,1.9E+08,5.0E+08,5.5E+08,4.1E+08,3.8E+08,2.6E+08,4.2E+08,3.8E+08,5.2E+08,3.1E+08,3.6E+08,3.5E+08,2.2E+08,2.6E+08,2.5E+08,2.5E+08,2.6E+08,2.3E+05,2.8E+05,2.2E+05,2.9E+05,2.5E+05,2.3E+05,2.5E+05,22.3,15.8,17.2,25.0,20.7,12.5,Lysylvaline,Dipeptide
C277_HILIC,threonylphenylalanine,266.1268,8.95,-0.2,0.1,0.3,-1.6,-2.0,-0.4,-1.9,-2.4,-0.6,1.000,1.000,1.000,0.428,0.026,0.988,0.216,0.020,1.000,6.2E+06,6.8E+06,4.7E+06,3.9E+06,5.8E+06,5.3E+06,3.6E+06,3.7E+06,1.8E+07,1.7E+07,1.3E+07,1.7E+07,4.3E+06,4.8E+06,2.3E+07,2.9E+07,4.6E+07,2.6E+07,1.9E+07,2.5E+07,2.1E+07,2.5E+07,1.1E+07,1.3E+07,4.4E+05,3.9E+05,4.7E+05,2.6E+05,2.5E+05,4.5E+05,2.4E+05,26.7,62.3,57.5,54.2,28.8,23.2,threonylphenylalanine,Dipeptide
C246_HILIC,Valylvaline,216.1475,11.67,-0.6,0.0,0.0,-0.6,0.7,1.3,-1.2,0.1,1.3,1.000,1.000,1.000,0.611,0.174,0.005,0.010,1.000,0.001,1.9E+07,2.1E+07,2.0E+07,1.3E+07,2.2E+07,1.3E+07,1.8E+07,1.2E+07,3.1E+07,3.5E+07,3.0E+07,2.6E+07,2.0E+07,2.3E+07,3.2E+07,4.0E+07,1.9E+07,1.4E+07,1.4E+07,1.4E+07,9.5E+06,1.1E+07,1.1E+07,1.0E+07,2.6E+05,2.6E+05,3.2E+05,3.1E+05,4.3E+05,2.8E+05,3.9E+05,15.3,31.3,25.9,19.3,26.7,9.0,Valylvaline,Dipeptide
C147_RP,Glutaurine,254.0574,4.22,0.3,0.1,-0.2,-1.0,0.3,1.3,-0.8,0.7,1.6,1.000,1.000,1.000,0.021,0.749,0.001,0.023,0.058,0.000,5.1E+06,7.4E+06,6.2E+06,5.7E+06,5.5E+06,7.0E+06,4.9E+06,5.5E+06,1.4E+07,1.3E+07,9.8E+06,9.4E+06,6.2E+06,9.4E+06,1.1E+07,1.5E+07,4.6E+06,4.9E+06,4.5E+06,4.1E+06,3.9E+06,3.4E+06,4.0E+06,3.2E+06,1.8E+05,1.8E+05,1.8E+05,1.7E+05,1.7E+05,1.7E+05,1.6E+05,19.2,8.9,22.5,32.3,15.1,9.9,Glutaurine,Dipeptide 
B092_RP,Glycyl-L-leucine,188.1162,12.63,0.3,0.0,-0.3,-0.3,3.0,3.3,0.0,3.6,3.6,1.000,1.000,1.000,0.989,0.000,0.000,1.000,0.000,0.000,1.2E+07,2.2E+07,1.2E+07,1.5E+07,1.2E+07,1.2E+07,1.1E+07,1.6E+07,1.8E+07,1.4E+07,1.2E+07,1.2E+07,1.5E+07,1.6E+07,1.5E+07,1.6E+07,1.9E+06,1.5E+06,1.6E+06,9.7E+05,1.4E+06,1.6E+06,1.4E+06,9.9E+05,1.8E+05,1.8E+05,1.8E+05,1.8E+05,1.7E+05,1.7E+05,1.7E+05,27.1,15.4,13.5,18.7,25.5,5.9,Glycyl-L-leucine,Dipeptide 
C232_HILIC,Gly-Leu,188.1161,3.32,0.2,0.1,0.0,0.9,3.2,2.3,0.9,3.4,2.5,1.000,1.000,1.000,1.000,0.000,0.000,0.929,0.000,0.000,3.6E+07,5.2E+07,3.2E+07,4.1E+07,3.9E+07,1.7E+07,2.0E+07,3.6E+07,3.9E+07,2.1E+07,1.7E+07,1.3E+07,1.9E+07,4.0E+07,1.8E+07,2.0E+07,4.3E+06,4.0E+06,3.6E+06,3.5E+06,3.2E+06,5.7E+06,3.8E+06,2.7E+06,5.0E+05,3.6E+05,3.3E+05,3.5E+05,4.0E+05,2.9E+05,2.8E+05,32.0,11.9,48.4,44.7,39.6,27.4,Gly-Leu,Dipeptide 
A049_RP,L-Carnosine,226.1066,3.67,0.0,0.4,-0.7,3.4,5.8,2.4,3.1,6.5,3.4,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,4.9E+07,5.5E+07,4.8E+07,4.3E+07,4.8E+07,8.1E+07,3.8E+07,4.2E+07,4.1E+06,5.1E+06,4.1E+06,4.5E+06,5.2E+06,9.8E+06,4.8E+06,6.5E+06,1.7E+06,6.7E+05,1.1E+06,6.4E+05,6.4E+05,3.9E+05,4.3E+05,4.5E+05,1.9E+05,1.9E+05,1.8E+05,1.8E+05,1.7E+05,1.8E+05,1.8E+05,26.4,56.8,36.7,12.2,32.8,11.4,L-Carnosine,Dipeptide 
C252_HILIC,Threonyl-4-hydroxyproline,232.1060,17.55,-0.2,0.5,0.1,4.5,5.1,0.6,3.7,4.8,1.1,1.000,1.000,1.000,0.000,0.000,0.303,0.000,0.000,0.032,1.5E+08,1.7E+08,1.6E+08,1.3E+08,1.6E+08,4.7E+07,1.4E+08,1.3E+08,9.5E+06,9.4E+06,6.4E+06,8.8E+06,7.2E+06,1.0E+07,6.1E+06,1.0E+07,4.4E+06,4.3E+06,5.1E+06,4.4E+06,4.4E+06,4.8E+06,4.1E+06,5.5E+06,2.1E+05,3.5E+05,3.8E+05,3.7E+05,2.6E+05,8.6E+05,2.4E+05,10.9,9.3,6.7,21.3,43.0,7.0,Threonyl-4-hydroxyproline,Dipeptide 
B151_HILIC,Valylproline,214.1318,7.25,-0.2,-0.1,-0.3,-1.9,-2.7,-0.8,-2.0,-2.6,-0.6,1.000,1.000,1.000,0.000,0.000,0.026,0.000,0.000,0.914,5.8E+06,4.6E+06,4.2E+06,3.9E+06,5.1E+06,5.4E+06,4.4E+06,3.9E+06,2.1E+07,1.9E+07,1.5E+07,1.5E+07,1.4E+07,1.5E+07,2.2E+07,2.6E+07,3.9E+07,2.8E+07,2.8E+07,1.6E+07,3.4E+07,2.6E+07,2.8E+07,2.5E+07,4.6E+05,2.9E+05,4.0E+05,2.4E+05,2.6E+05,2.1E+05,3.8E+05,22.3,16.0,27.3,23.8,16.0,14.6,Valylproline,Dipeptide / Valine / Proline 
C224_HILIC,Hydantoin-5-propionic acid,172.0484,16.40,0.0,0.5,0.1,-0.5,-1.2,-0.7,-1.0,-1.3,-0.3,1.000,0.599,1.000,0.003,0.000,0.001,0.000,0.000,0.395,2.9E+06,4.0E+06,3.0E+06,2.8E+06,2.9E+06,2.9E+06,2.5E+06,2.6E+06,4.1E+06,6.7E+06,4.2E+06,5.2E+06,3.9E+06,5.4E+06,4.6E+06,5.9E+06,7.2E+06,7.1E+06,7.1E+06,6.5E+06,6.4E+06,6.9E+06,6.1E+06,7.3E+06,7.9E+04,6.9E+04,7.6E+04,1.0E+05,9.2E+04,6.5E+04,1.2E+05,5.0,8.1,11.2,7.0,21.0,6.7,Hydantoin-5-propionic acid,Folate metabolism 
A005_HILIC,Glycerin,92.0474,7.10,0.2,-0.1,-0.2,1.6,1.6,-0.1,1.9,2.0,0.1,1.000,1.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,7.7E+07,1.0E+08,7.6E+07,7.9E+07,7.6E+07,8.6E+07,7.5E+07,9.0E+07,3.8E+07,3.4E+07,1.8E+07,1.5E+07,2.3E+07,2.2E+07,2.6E+07,2.5E+07,2.6E+07,2.2E+07,2.5E+07,2.3E+07,2.7E+07,2.2E+07,2.2E+07,2.1E+07,4.6E+05,4.8E+05,8.3E+05,5.9E+05,7.1E+05,7.4E+05,6.3E+05,2.4,9.7,32.3,32.6,10.0,1.2,Glycerin,Glycerol / Carbohydrate
A036_RP,sn-Glycerol-3-phosphate,172.0137,3.94,-0.9,0.4,0.2,2.3,1.6,-0.7,1.0,0.5,-0.5,1.000,1.000,1.000,0.000,0.020,0.414,0.064,0.969,0.423,1.0E+08,6.6E+07,9.6E+07,4.2E+07,8.0E+07,7.1E+07,1.0E+08,4.2E+07,8.8E+06,3.0E+07,1.7E+07,2.4E+07,2.9E+07,8.0E+06,2.3E+07,3.2E+07,2.5E+07,3.1E+07,3.0E+07,3.4E+07,4.1E+07,4.5E+07,3.5E+07,4.1E+07,1.1E+05,1.3E+05,1.1E+05,1.1E+05,9.4E+04,1.1E+05,9.8E+04,17.2,21.0,46.3,44.1,28.4,11.5,sn-Glycerol-3-phosphate,Glycerol / Carbohydrate
A059_HILIC,D-(-)-3-Phosphoglyceric acid,185.9929,18.90,1.1,0.3,0.3,-3.2,-2.4,0.8,-2.4,-1.7,0.7,1.000,1.000,1.000,0.000,0.000,1.000,0.001,0.038,0.464,4.0E+06,2.4E+07,9.9E+06,1.2E+07,5.0E+06,1.2E+07,7.2E+06,1.3E+07,7.5E+07,7.5E+07,6.2E+07,5.9E+07,2.4E+07,6.5E+07,5.3E+07,7.2E+07,3.7E+07,4.8E+07,4.5E+07,2.1E+07,2.9E+07,5.8E+07,2.8E+07,3.5E+07,6.4E+04,5.3E+04,5.4E+04,6.7E+04,5.3E+04,1.1E+05,5.6E+04,40.5,23.1,10.6,40.7,39.4,40.0,D-(-)-3-Phosphoglyceric acid,Glycolysis 
C223_HILIC,glyceraldehyde 3-phosphate,169.9980,17.61,-0.2,0.1,0.1,4.0,-0.1,-4.1,3.7,-0.3,-4.0,1.000,1.000,1.000,0.000,1.000,0.000,0.000,1.000,0.000,1.7E+07,2.0E+07,1.8E+07,1.4E+07,1.6E+07,1.2E+07,1.7E+07,1.5E+07,1.6E+06,1.9E+06,6.7E+05,9.3E+05,9.6E+05,7.6E+05,1.2E+06,1.3E+06,1.8E+07,1.8E+07,1.7E+07,8.4E+06,1.8E+07,1.8E+07,1.5E+07,2.0E+07,6.5E+04,5.9E+04,6.0E+04,5.9E+04,6.5E+04,7.2E+04,7.8E+04,32.8,8.0,40.8,33.9,21.6,5.1,glyceraldehyde 3-phosphate,Glycolysis 
A054_RP,a-D-Glucose 1-phosphate,260.0296,3.84,0.6,0.8,-0.2,0.4,1.6,1.2,0.2,2.4,2.1,1.000,1.000,1.000,1.000,0.013,0.034,1.000,0.001,0.002,5.7E+07,6.1E+07,2.5E+07,6.4E+07,7.3E+07,3.5E+07,2.7E+07,9.2E+07,6.5E+07,6.0E+07,3.2E+07,4.5E+07,2.7E+07,7.8E+07,3.0E+07,3.6E+07,1.4E+07,1.3E+07,1.5E+07,9.7E+06,1.3E+07,1.9E+07,1.1E+07,1.1E+07,1.5E+05,1.7E+05,1.5E+05,2.0E+05,1.4E+05,1.5E+05,1.5E+05,32.1,11.6,33.8,45.8,37.0,51.8,a-D-Glucose 1-phosphate,Glycolysis / Carbohydrate
A039_RP,D-(+)-Glucose,180.0635,3.75,0.0,0.1,-0.2,1.2,1.0,-0.2,1.2,1.2,0.0,1.000,1.000,1.000,0.000,0.001,0.909,0.000,0.001,1.000,5.2E+07,5.8E+07,5.7E+07,5.6E+07,5.3E+07,3.4E+07,5.6E+07,5.5E+07,2.5E+07,2.4E+07,2.3E+07,2.6E+07,2.3E+07,2.2E+07,2.8E+07,2.9E+07,3.7E+07,3.3E+07,2.9E+07,2.5E+07,2.4E+07,2.5E+07,2.7E+07,2.4E+07,1.6E+05,1.5E+05,1.4E+05,1.4E+05,1.3E+05,1.3E+05,1.3E+05,14.8,19.0,12.2,10.4,21.8,4.0,D-(+)-Glucose,Glycolysis / Carbohydrate
A088_HILIC,"D-Fructose 1,6-bisphosphate",339.9960,20.59,-0.5,0.0,0.5,-2.6,-1.3,1.3,-3.1,-2.2,0.8,1.000,1.000,1.000,0.001,0.153,0.246,0.000,0.014,0.485,1.6E+07,4.4E+07,2.8E+07,1.2E+07,5.2E+07,1.4E+07,3.3E+07,3.0E+07,1.8E+08,1.8E+08,1.9E+08,1.9E+08,1.5E+08,1.4E+08,2.2E+08,2.0E+08,1.1E+08,1.5E+08,8.4E+07,3.8E+07,6.4E+07,1.6E+08,5.7E+07,5.4E+07,4.4E+05,6.7E+05,4.5E+05,5.7E+05,1.8E+06,1.2E+06,4.3E+05,63.3,29.2,15.3,16.0,59.1,45.8,"D-Fructose 1,6-bisphosphate",Glycolysis / Carbohydrate
