Basic information,,,,Log2 Fold Change,,,,,,,,,Adjusted P-value,,,,,,,,,Normalized Peak Area: Samples,,,,,,,,,,,,,,,,,,,,,,,,Norm. Peak Area: Blanks (noise),,,,,,,Group CV [%],,,,,,,,
ID,Name,Calc. MW,RT [min],"(P40, KO) / (P40, WT)","(P2, KO) / (P2, WT)","(E14_5, KO) / (E14_5, WT)","(P40, WT) / (P2, WT)","(P40, WT) / (E14_5, WT)","(P2, WT) / (E14_5, WT)","(P40, KO) / (P2, KO)","(P40, KO) / (E14_5, KO)","(P2, KO) / (E14_5, KO)","(P40, KO) / (P40, WT)","(P2, KO) / (P2, WT)","(E14_5, KO) / (E14_5, WT)","(P40, WT) / (P2, WT)","(P40, WT) / (E14_5, WT)","(P2, WT) / (E14_5, WT)","(P40, KO) / (P2, KO)","(P40, KO) / (E14_5, KO)","(P2, KO) / (E14_5, KO)",S01_P40_WT1,S02_P40_KO1,S03_P40_WT2,S04_P40_KO2,S05_P40_WT3,S06_P40_KO3,S07_P40_WT4,S08_P40_KO4,S09_P2_WT1,S10_P2_KO1,S11_P2_WT2,S12_P2_KO2,S13_P2_WT3,S14_P2_KO3,S15_P2_WT4,S16_P2_KO4,S17_E14_5_WT1,S18_E14_5_KO1,S19_E14_5_WT2,S20_E14_5_KO2,S21_E14_5_WT3,S22_E14_5_KO3,S23_E14_5_WT4,S24_E14_5_KO4,blank01,blank02,blank03,blank04,blank05,blank06,blank07,"E14_5, KO","E14_5, WT","P2, KO","P2, WT","P40, KO","P40, WT",,,
,2-Hydroxyethanesulfonic acid,125.9987,4.20,0.271455554852828,A053,RP_neg_2020,21.545135612031000,7578,C05123,HMDB0003903,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A015_RP,L-Pyroglutamic acid,129.0427,9.63,0.450000000000000,0.660000000000000,0.240000000000000,1.130000000000000,1.020000000000000,-0.110000000000000,0.930000000000000,1.240000000000000,0.310000000000000,1.000000000000000000000000000000,1.000000000000000000000000000000,1.000000000000000000000000000000,0.018545753621292500000000000000,0.031127454084596900000000000000,0.999999999996173000000000000000,0.025407205426254800000000000000,0.002070871134504640000000000000,0.999999999992595000000000000000,60302477.044404400000000,100511401.136226000000000,65270852.306363100000000,60076777.887454400000000,58337398.366225100000000,228297686.356391000000000,73066452.161457300000000,71419649.368258000000000,30566513.695258000000000,59477257.458852200000000,26478101.499233200000000,39761049.559832800000000,27075582.583383800000000,37119592.146394500000000,30140110.372060700000000,50426804.652719700000000,30052856.833781100000000,32851985.761229100000000,35952582.706846300000000,34399164.851097200000000,26442622.348343300000000,38539502.288768300000000,31888848.437308100000000,41137257.876052000000000,6.4E+06,2.2E+06,4.2E+06,4.3E+06,3.2E+06,2.7E+06,3.1E+06,10.3,12.7,22.0,7.3,67.2,10.2,,,
,Name,Molecular Weight,RT [min],DeltaMass [ppm],DBID,Reference List Name,mzLogic Score,ChemSpider ID,KEGG,HMDB,Mass List Search Results ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,L-Pyroglutamic acid,129.0426,9.76,0.663915373866893,A112,RP_pos_2020,69.844316673435800,7127,C01879,HMDB0000267,355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,L-Pyroglutamic acid,129.0426,9.84,0.663915373866893,A112,RP_neg_2020,69.844316673435800,7127,C01879,HMDB0000267,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A016_RP,Hydroxy-L-proline,131.0584,3.94,-0.210000000000000,0.130000000000000,0.120000000000000,-4.280000000000000,-5.000000000000000,-0.720000000000000,-4.620000000000000,-5.330000000000000,-0.710000000000000,1.000000000000000000000000000000,1.000000000000000000000000000000,1.000000000000000000000000000000,0.000000000697481743722586000000,0.000000000032444933264864000000,0.120538151915160000000000000000,0.000000000309789048873559000000,0.000000000024277862329198500000,0.217087153053524000000000000000,5775639.604309050000000,11244181.669638200000000,7773757.268845600000000,6141010.205443660000000,9214164.180748650000000,4463311.967177300000000,4756035.385719440000000,5564101.713079200000000,92320335.773180700000000,129241481.162542000000000,173298027.786727000000000,159394220.666445000000000,134994441.147585000000000,126625777.285312000000000,129027754.827475000000000,163072407.461637000000000,255441637.958684000000000,253545525.289840000000000,235410532.758914000000000,240941560.080499000000000,192672584.830491000000000,230597299.017529000000000,198984407.916824000000000,194635605.900268000000000,3.7E+06,3.9E+06,3.2E+06,2.2E+05,1.4E+05,1.5E+05,2.8E+06,11.0,13.5,13.4,25.0,43.9,29.0,,,
,Name,Molecular Weight,RT [min],DeltaMass [ppm],DBID,Reference List Name,mzLogic Score,ChemSpider ID,KEGG,HMDB,Mass List Search Results ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5-Aminolevulinic acid,131.0582,4.18,0.858227957271354,C108,RP_pos_2020,86.198361283203900,134,C00430,HMDB0001149,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hydroxy-L-proline,131.0582,3.93,0.858227957271354,E30,RP_pos_2020,87.693019442821000,5605,C01157,HMDB0000725,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hydroxy-L-proline,131.0582,3.90,0.858227957271354,E30,RP_neg_2020,87.693019442821000,5605,C01157,HMDB0000725,227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A017_RP,L-(+)-Isoleucine,131.0948,10.17,0.300000000000000,0.640000000000000,-0.320000000000000,-0.420000000000000,-1.290000000000000,-0.870000000000000,-0.760000000000000,-0.660000000000000,0.090000000000000,1.000000000000000000000000000000,1.000000000000000000000000000000,1.000000000000000000000000000000,0.592844158489223000000000000000,0.003752997304330900000000000000,0.193856406202668000000000000000,0.101071733761482000000000000000,0.285863232033834000000000000000,0.999999999992595000000000000000,109918310.237470000000000,168452244.131247000000000,120537583.405742000000000,150557600.986020000000000,132869642.615250000000000,127445302.544611000000000,119832177.656773000000000,146188792.266400000000000,331420534.443870000000000,400966016.454671000000000,117915691.380278000000000,194727408.608327000000000,196098982.566797000000000,266915215.077379000000000,125971123.285910000000000,234375205.114703000000000,250696713.844562000000000,214571210.893374000000000,295635618.761754000000000,189011357.660462000000000,291793768.414104000000000,255001428.627923000000000,316438894.095316000000000,271321175.860498000000000,5.8E+05,4.0E+05,5.3E+05,4.4E+05,4.4E+05,5.7E+05,2.1E+05,16.1,9.5,32.6,51.2,11.4,7.8,,,
,Name,Molecular Weight,RT [min],DeltaMass [ppm],DBID,Reference List Name,mzLogic Score,ChemSpider ID,KEGG,HMDB,Mass List Search Results ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,L-Leucine,131.0946,10.44,0.942737431991798,D8,RP_pos_2020,82.302549760586100,834,C00123,HMDB0000687,422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,L-(+)-Isoleucine,131.0946,10.19,0.942737431991798,D9,RP_pos_2020,80.991915991585800,6067,C00407,HMDB0000172,390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,L-Leucine,131.0946,10.53,0.942737431991798,D008,RP_neg_2020,82.302549760586100,834,C00123,HMDB0000687,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A018_RP,L-Leucine,131.0948,10.45,0.160000000000000,0.430000000000000,-0.280000000000000,-0.250000000000000,-1.000000000000000,-0.750000000000000,-0.520000000000000,-0.570000000000000,-0.040000000000000,1.000000000000000000000000000000,1.000000000000000000000000000000,1.000000000000000000000000000000,0.704474637797939000000000000000,0.002086518905648320000000000000,0.090092541113845700000000000000,0.273285045772174000000000000000,0.116379211864856000000000000000,0.999999999992595000000000000000,294704116.078824000000000,419991083.091117000000000,314970950.081606000000000,335323036.031978000000000,309716505.627068000000000,343261341.557162000000000,308847233.515051000000000,347283262.560350000000000,572146810.239189000000000,666220886.225989000000000,320186644.608064000000000,404725179.292830000000000,401640038.295309000000000,515393617.502427000000000,334082976.037585000000000,476007774.114922000000000,497984409.192480000000000,455388477.605649000000000,577205694.743937000000000,436392878.367511000000000,669601992.898467000000000,566890869.410920000000000,663731690.848920000000000,716570618.311949000000000,5.9E+05,5.7E+05,5.2E+05,6.1E+05,4.9E+05,4.1E+05,4.6E+05,23.7,13.5,21.4,28.4,10.9,2.8,,,
,Name,Molecular Weight,RT [min],DeltaMass [ppm],DBID,Reference List Name,mzLogic Score,ChemSpider ID,KEGG,HMDB,Mass List Search Results ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,L-(+)-norleucine,131.0946,10.74,0.953721189305186,A094,RP_pos_2020,83.860513542612800,19964,C01933,HMDB0001645,442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,L-Leucine,131.0946,10.44,0.953721189305186,D8,RP_pos_2020,85.409720228208300,834,C00123,HMDB0000687,422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,L-(+)-Isoleucine,131.0946,10.19,0.953721189305186,D9,RP_pos_2020,83.699505107887200,6067,C00407,HMDB0000172,390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,L-(+)-Norleucine,131.0946,10.61,0.953721189305186,A094,RP_neg_2020,83.860513542612800,19964,C01933,HMDB0001645,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,L-Leucine,131.0946,10.53,0.953721189305186,D008,RP_neg_2020,85.409720228208300,834,C00123,HMDB0000687,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A019_RP,L-(-)-Asparagine,132.0536,3.75,0.280000000000000,0.780000000000000,0.360000000000000,-0.170000000000000,-1.120000000000000,-0.950000000000000,-0.670000000000000,-1.200000000000000,-0.530000000000000,1.000000000000000000000000000000,1.000000000000000000000000000000,1.000000000000000000000000000000,1.000000000000000000000000000000,0.003231483602229810000000000000,0.027280898060845700000000000000,0.069024616402575400000000000000,0.001555295741331930000000000000,0.634167381835839000000000000000,73693708.519541400000000,99415005.395923200000000,77420360.982280300000000,81914137.673585100000000,67437677.010767700000000,97171364.909256300000000,75888564.438614200000000,83940036.149155200000000,98169317.549833600000000,192063176.641400000000000,84203527.095351800000000,142463784.755205000000000,82092104.263583700000000,145996712.050308000000000,83534553.845495700000000,141228953.037158000000000,99980264.708216000000000,137658355.971377000000000,161277047.443123000000000,178033025.556459000000000,163059650.395077000000000,239023295.221615000000000,232245361.108126000000000,302153657.657717000000000,4.8E+05,1.7E+05,5.8E+05,4.3E+05,3.0E+05,1.5E+05,1.1E+05,33.6,32.9,15.8,8.6,9.9,6.0,,,
,Name,Molecular Weight,RT [min],DeltaMass [ppm],DBID,Reference List Name,mzLogic Score,ChemSpider ID,KEGG,HMDB,Mass List Search Results ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,L-(-)-Asparagine,132.0535,3.75,0.816927342419700,A050,RP_neg_2020,95.757398016527900,6031,C00152,HMDB0000168,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,L-(-)-Asparagine,132.0535,3.75,0.816927342419700,A050,RP_pos_2020,95.757398016527900,6031,C00152,HMDB0000168,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A020_RP,L-Ornithine,132.0900,3.38,0.380000000000000,0.720000000000000,0.290000000000000,-2.280000000000000,-1.600000000000000,0.680000000000000,-2.630000000000000,-1.510000000000000,1.110000000000000,1.000000000000000000000000000000,1.000000000000000000000000000000,1.000000000000000000000000000000,0.000004076861194237110000000000,0.000322586773979928000000000000,0.118298485639003000000000000000,0.000000324652808443333000000000,0.000355391958049074000000000000,0.004045491072740270000000000000,2985813.405004260000000,3970637.616965240000000,2531198.727335830000000,2526552.489487040000000,3253367.952588510000000,3725693.055329400000000,2637435.079245210000000,3598321.638106780000000,19547228.632161400000000,32529489.220929400000000,12122985.018393000000000,20912313.103858300000000,15261512.855758900000000,24350039.700164300000000,10978478.536393200000000,18633481.347940600000000,5903296.390460570000000,6849823.987074010000000,8709065.612729260000000,8195174.249635370000000,8338023.122392350000000,12705982.023869500000000,11191486.543737100000000,13457229.610003900000000,1.1E+05,6.4E+05,7.3E+05,5.5E+05,1.0E+05,9.6E+04,1.4E+05,31.7,25.4,25.3,26.5,18.5,11.6,,,
,Name,Molecular Weight,RT [min],DeltaMass [ppm],DBID,Reference List Name,mzLogic Score,ChemSpider ID,KEGG,HMDB,Mass List Search Results ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,L-Ornithine,132.0899,3.43,0.782487762350279,A019,RP_pos_2020,89.416572697486200,6026,C00077,HMDB0000214,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A021_RP,L-(+)-Aspartic acid,133.0376,3.83,-0.020000000000000,-0.140000000000000,0.040000000000000,0.910000000000000,1.250000000000000,0.340000000000000,1.030000000000000,1.190000000000000,0.160000000000000,1.000000000000000000000000000000,1.000000000000000000000000000000,1.000000000000000000000000000000,0.000022796273960068500000000000,0.000000279558116795182000000000,0.180727959074855000000000000000,0.000003283717906172450000000000,0.000000338520409132974000000000,0.969237349477106000000000000000,1117852181.172990000000000,1541649521.301770000000000,1248684288.560300000000000,1143584475.783220000000000,1251108293.337130000000000,1296202812.207570000000000,1454537992.501060000000000,1173246680.922430000000000,697588880.712644000000000,656952649.645724000000000,692094647.243068000000000,550155380.764388000000000,636372361.130083000000000,566933245.909891000000000,608424862.390082000000000,639192850.398655000000000,471742529.747569000000000,627871267.491101000000000,580824715.309992000000000,466807134.468502000000000,466506582.948607000000000,504264800.636769000000000,595392998.219156000000000,578871927.648772000000000,5.7E+06,7.9E+06,6.5E+06,7.5E+06,2.0E+06,7.4E+06,6.6E+06,13.3,13.1,8.7,6.6,14.1,11.0,,,
,Name,Molecular Weight,RT [min],DeltaMass [ppm],DBID,Reference List Name,mzLogic Score,ChemSpider ID,KEGG,HMDB,Mass List Search Results ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,L-(+)-Aspartic acid,133.0375,3.85,0.422569335588540,A018,RP_pos_2020,97.038535452558000,5745,C00049,HMDB0000191,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,L-(+)-Aspartic acid,133.0375,3.84,0.422569335588540,A018,RP_neg_2020,97.038535452558000,5745,C00049,HMDB0000191,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A022_RP,L-(-)-Malic acid,134.0216,5.84,0.140000000000000,0.150000000000000,-0.310000000000000,1.350000000000000,-0.580000000000000,-1.930000000000000,1.340000000000000,-0.140000000000000,-1.480000000000000,1.000000000000000000000000000000,1.000000000000000000000000000000,1.000000000000000000000000000000,0.000079130477341965300000000000,0.194685393597147000000000000000,0.000002626755024074320000000000,0.000030886610093297600000000000,1.000000000000000000000000000000,0.000026567868005917800000000000,183348320.150276000000000,310574711.926857000000000,190877642.927010000000000,216251960.117050000000000,198867184.511506000000000,196445082.406667000000000,226638250.264985000000000,213182922.082454000000000,117165310.224624000000000,108280460.592743000000000,65191856.190645200000000,74116266.697041700000000,63845030.116972400000000,86684151.430203100000000,87495026.848399500000000,82756914.600897100000000,296951249.087557000000000,281247999.856750000000000,301872367.569812000000000,212067482.917677000000000,286099158.441692000000000,237084822.601273000000000,239840723.130362000000000,234678808.219768000000000,1.2E+06,1.2E+05,1.0E+06,1.1E+06,1.1E+05,1.0E+06,1.2E+05,12.0,10.1,16.5,29.9,22.1,9.5,,,
,Name,Molecular Weight,RT [min],DeltaMass [ppm],DBID,Reference List Name,mzLogic Score,ChemSpider ID,KEGG,HMDB,Mass List Search Results ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,L-(-)-Malic acid,134.0215,6.10,0.783550937354944,A005,RP_neg_2020,94.759668864607900,193317,C00149,HMDB0000156,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A023_RP,Hypoxanthine,136.0386,9.61,0.170000000000000,0.290000000000000,-0.320000000000000,1.110000000000000,2.900000000000000,1.780000000000000,1.000000000000000,3.390000000000000,2.390000000000000,1.000000000000000000000000000000,1.000000000000000000000000000000,1.000000000000000000000000000000,0.057514040430735400000000000000,0.000001732158415231030000000000,0.000768217280324471000000000000,0.093845446114026400000000000000,0.000000142797692989443000000000,0.000032362369825376400000000000,963476066.156119000000000,1116675540.257570000000000,975519042.830356000000000,895080162.415510000000000,930395205.712319000000000,1442066178.168580000000000,891482097.433414000000000,1015869842.764690000000000,451402489.469324000000000,638385562.447179000000000,354234191.983509000000000,413797578.236245000000000,423228463.478232000000000,428107353.608431000000000,461448300.284303000000000,658903061.196560000000000,48429667.761903100000000,49580432.034259500000000,127215983.896844000000000,99708904.988756000000000,193583439.329053000000000,103262868.557954000000000,126726074.341246000000000,106074220.734339000000000,6.6E+05,8.5E+05,1.1E+06,9.4E+05,9.0E+05,9.1E+05,9.1E+05,29.9,47.9,24.7,11.4,21.0,4.0,,,
,Name,Molecular Weight,RT [min],DeltaMass [ppm],DBID,Reference List Name,mzLogic Score,ChemSpider ID,KEGG,HMDB,Mass List Search Results ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hypoxanthine,136.0385,9.68,0.881706058102632,A035,RP_pos_2020,52.637681156280100,10748897,C00262,HMDB0000157,343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hypoxanthine,136.0385,9.69,0.881706058102632,A035,RP_neg_2020,52.637681156280100,768,C00262,HMDB0000157,214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A024_RP,Spermidine,145.1580,2.88,-0.540000000000000,-0.110000000000000,0.100000000000000,-1.720000000000000,-1.050000000000000,0.670000000000000,-2.150000000000000,-1.690000000000000,0.460000000000000,1.000000000000000000000000000000,1.000000000000000000000000000000,1.000000000000000000000000000000,0.000059708572662644600000000000,0.004874925365142200000000000000,0.199389479297036000000000000000,0.000001531857741215500000000000,0.000096934557546049500000000000,0.122168850262422000000000000000,26764618.286805300000000,20654625.399803200000000,29343409.792512400000000,14434897.492528400000000,32345969.081719200000000,21248426.211695000000000,29292433.270142400000000,19576995.632306900000000,92436655.961111400000000,89283478.637536700000000,82977129.115058500000000,99139627.835860400000000,107972238.050837000000000,82680775.570004600000000,100487679.941420000000000,89761385.885372000000000,79837474.010293300000000,79630461.909171300000000,63919326.314055000000000,28850566.832093800000000,57570842.734742800000000,64835521.467943000000000,50567520.171121600000000,65307504.990572000000000,1.6E+05,1.7E+05,1.4E+05,1.3E+05,1.3E+05,1.3E+05,1.3E+05,36.3,19.8,7.5,11.2,16.4,7.8,,,
,Name,Molecular Weight,RT [min],DeltaMass [ppm],DBID,Reference List Name,mzLogic Score,ChemSpider ID,KEGG,HMDB,Mass List Search Results ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,In-source Spermine,145.1578,2.66,1.131035373400230,,RP_pos_2020,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Spermidine,145.1579,2.89,0.458870014378233,B011,RP_pos_2020,89.577930930935600,1071,C00315,HMDB0001257,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A025_RP,L-Glutamine,146.0692,3.86,0.320000000000000,0.750000000000000,0.090000000000000,1.090000000000000,1.140000000000000,0.040000000000000,0.660000000000000,1.370000000000000,0.710000000000000,1.000000000000000000000000000000,1.000000000000000000000000000000,1.000000000000000000000000000000,0.004340888974015910000000000000,0.000782619289198676000000000000,0.999999999996173000000000000000,0.022546141076696600000000000000,0.000048927308949996000000000000,0.087315487276942000000000000000,3625068768.340770000000000,4697729073.354830000000000,3969536025.998680000000000,4168975035.511380000000000,3382052650.691100000000000,9003575581.131800000000000,3457817739.847010000000000,3835004598.189450000000000,2078508390.821270000000000,3225827861.921260000000000,1641178948.894900000000000,2432706205.499970000000000,1678059909.612870000000000,2966279157.676680000000000,1581670115.212240000000000,2626208173.841840000000000,1463917419.310890000000000,1751714292.340830000000000,1912040005.054580000000000,2155345029.392730000000000,1192683141.293930000000000,1458961406.298930000000000,1757799824.495720000000000,1668229400.234750000000000,1.5E+06,1.4E+06,1.6E+06,1.9E+05,1.3E+06,1.3E+06,2.2E+05,16.6,20.2,12.5,12.9,44.4,7.2,,,
,Name,Molecular Weight,RT [min],DeltaMass [ppm],DBID,Reference List Name,mzLogic Score,ChemSpider ID,KEGG,HMDB,Mass List Search Results ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,L-Glutamine,146.0691,3.88,0.099911002453391,A049,RP_pos_2020,91.859741865409200,5746,C00064,HMDB00641,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,L-Glutamine,146.0691,3.87,0.099911002453391,A049,RP_neg_2020,91.859741865409200,5746,C00064,HMDB00641,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A026_RP,L-(+)-Lysine,146.1056,3.38,-0.010000000000000,0.580000000000000,0.140000000000000,-0.050000000000000,-1.140000000000000,-1.090000000000000,-0.640000000000000,-1.290000000000000,-0.650000000000000,1.000000000000000000000000000000,1.000000000000000000000000000000,1.000000000000000000000000000000,1.000000000000000000000000000000,0.000262346248243882000000000000,0.000448878476075023000000000000,0.146244068860059000000000000000,0.000128537387950479000000000000,0.040214492801673500000000000000,177064871.198491000000000,235393425.508662000000000,165833456.195683000000000,149413798.941685000000000,180157176.343747000000000,183647832.154724000000000,157580586.020108000000000,156993647.171341000000000,181645065.256956000000000,312667870.132672000000000,172610720.136785000000000,218622927.807190000000000,128736163.436252000000000,212112162.561456000000000,209762107.564728000000000,330837542.215461000000000,346372508.116578000000000,332217071.242475000000000,422932503.279863000000000,389768154.742532000000000,376543028.650633000000000,544098666.725582000000000,376647197.396917000000000,441473375.432880000000000,2.1E+05,1.1E+05,1.1E+05,1.3E+05,1.1E+05,1.0E+05,1.0E+05,21.1,8.3,23.1,19.4,21.4,6.1,,,
